premise ,contradiction,entailment,neutral
 Mục tiêu độc lập dân tộc và chủ nghĩa xã hội là sợi chỉ đỏ xuyên suốt trong tiến trình cách mạng Việt Nam dưới sự lãnh đạo của Đảng,Mục tiêu độc lập dân tộc và CNXH không phải là định hướng xuyên suốt của cách mạng Việt Nam.,Độc lập dân tộc gắn với CNXH là mục tiêu xuyên suốt của cách mạng Việt Nam.,Quan điểm này tiếp tục được khẳng định trong nhiều văn kiện sau này.
Cương lĩnh chính trị đầu tiên (tháng 2-1930) “chủ trương làm tư sản dân quyền cách mạng và thổ địa cách mạng để đi tới xã hội cộng sản,Cương lĩnh năm 1930 không nêu chủ trương tiến tới xã hội cộng sản.,Cương lĩnh tháng 2-1930 xác định con đường cách mạng tiến tới xã hội cộng sản.,Cương lĩnh năm 1930 đặt nền móng tư tưởng cho cách mạng Việt Nam.
Mục tiêu độc lập dân tộc và CNXH đã trở thành tư tưởng nhất quán trong tư duy lý luận và mọi hoạt động thực tiễn của Đảng ta,Đảng không kiên định mục tiêu độc lập dân tộc và CNXH trong hoạt động thực tiễn.,Độc lập dân tộc và CNXH là tư tưởng nhất quán trong hoạt động của Đảng.,Mục tiêu này được nhắc lại trong nhiều kỳ đại hội Đảng.
"Cách mạng Tháng Tám năm 1945 thành công, nhân dân ta từ thân phận nô lệ trở thành người làm chủ đất nước và sau đó vừa kháng chiến, vừa kiến quốc",Cách mạng Tháng Tám năm 1945 đã thất bại.,Cách mạng Tháng Tám 1945 đưa nhân dân từ thân phận nô lệ thành người làm chủ.,Thành công năm 1945 mở ra kỷ nguyên độc lập cho dân tộc.
"Cuộc kháng chiến chống thực dân Pháp thắng lợi năm 1954, miền Bắc được giải phóng và quá độ lên CNXH trong phạm vi nửa nước","Sau năm 1954, miền Bắc không được giải phóng.","Năm 1954, kháng chiến chống Pháp thắng lợi, miền Bắc bước vào thời kỳ quá độ lên CNXH.","Sau năm 1954, miền Bắc tiến hành nhiều cải cách kinh tế – xã hội."
"Ngày 30 tháng 4 năm 1975, miền Nam được hoàn toàn giải phóng, đất nước thống nhất. Từ thời điểm này, cả nước cùng thực hiện nhiệm vụ xây dựng CNXH và bảo vệ Tổ quốc XHCN","Sau ngày 30/4/1975, đất nước vẫn tiếp tục bị chia cắt.","Ngày 30/4/1975, đất nước thống nhất và cùng xây dựng, bảo vệ Tổ quốc XHCN.",Sự kiện này chấm dứt thời kỳ chia cắt đất nước kéo dài nhiều năm.
"Thắng lợi mùa Xuân năm 1975 là thắng lợi trọn vẹn và vững chắc của sự nghiệp độc lập dân tộc và thống nhất Tổ quốc, mở ra giai đoạn cả nước đi lên chủ nghĩa xã hội",Thắng lợi mùa Xuân 1975 không mở ra giai đoạn xây dựng CNXH.,Thắng lợi mùa Xuân 1975 mở ra giai đoạn cả nước đi lên CNXH.,Thắng lợi này được xem là bước ngoặt lịch sử quan trọng của dân tộc.
"Việt Nam tiến lên xây dựng CNXH từ một nước nông nghiệp nghèo nàn, lạc hậu, tàn tích chiến tranh nặng nề; các thế lực thù địch quyết liệt chống phá; các nước XHCN bị trì trệ, khủng hoảng; cắt giảm viện trợ, đặt ra nhiều khó khăn, thách thức đối với sự nghiệp cách mạng","Việt Nam bước vào xây dựng CNXH trong điều kiện thuận lợi, không gặp khó khăn nào.",Việt Nam xây dựng CNXH trong điều kiện khó khăn về kinh tế và quốc tế.,Những khó khăn đó ảnh hưởng sâu sắc đến đời sống nhân dân.
"Ngày 25-4-1976, cuộc Tổng tuyển cử bầu Quốc hội chung của nước Việt Nam thống nhất được tổ chức",Cuộc Tổng tuyển cử không diễn ra vào ngày 25/4/1976.,Ngày 25/4/1976 tổ chức Tổng tuyển cử bầu Quốc hội chung của Việt Nam thống nhất.,Cuộc bầu cử này ghi nhận tỷ lệ cử tri tham gia rất cao.
" Quốc hội khóa VI tại kỳ họp thứ nhất (từ ngày 24-6 đến ngày 03-7-1976) tại Hà Nội, đã quyết định các vấn đề quan trọng gồm: đặt tên nước là Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc kỳ nền đỏ sao vàng; Quốc ca là bài Tiến quân ca; Thủ đô là Hà Nội; quyết định thành phố Sài Gòn mang tên Thành phố Hồ Chí Minh và thành lập Ủy ban dự thảo Hiến pháp",Quốc hội khóa VI không đổi tên nước thành Cộng hòa xã hội chủ nghĩa Việt Nam.,"Kỳ họp đầu Quốc hội khóa VI quyết định tên nước, quốc kỳ, quốc ca và thủ đô.",Các quyết định tại kỳ họp này định hình diện mạo quốc gia sau thống nhất.
"Tháng 6-1976, các tổ chức quần chúng như Đoàn Thanh niên, Hội Phụ nữ, Công đoàn tiến hành hội nghị hợp nhất, thống nhất cơ quan lãnh đạo chung trên cả nước",Tháng 6-1976 các tổ chức quần chúng không tiến hành hợp nhất.,"Tháng 6-1976, các tổ chức quần chúng tiến hành hợp nhất toàn quốc.",Việc hợp nhất các tổ chức góp phần tăng cường sự thống nhất trong hệ thống chính trị.
"Từ năm 1975, đất nước ta đã được hòa bình nhưng các thế lực trong và ngoài nước vẫn tiếp tục chống phá, gây trở ngại cho công cuộc xây dựng xã hội mới","Sau năm 1975 đất nước hoàn toàn yên ổn, không có lực lượng chống phá.","Từ 1975, dù hòa bình, đất nước vẫn đối mặt sự chống phá.",Tình hình này đặt ra nhiều thách thức về an ninh và phát triển.
"Tháng 5-1975, quân Pôn Pốt từ Campuchia vượt biên giới sang tấn công, giết hại nhân dân",Tháng 5-1975 không có vụ tấn công nào từ phía Pôn Pốt.,"Tháng 5-1975, quân Pôn Pốt tấn công biên giới Việt Nam.",Các vụ tấn công khiến tình hình biên giới trở nên căng thẳng.
" Ngày 31-12-1977, Kherme Đỏ đã tiến hành chiến tranh xâm lược biên giới Tây Nam Việt Nam",Khmer Đỏ không tiến hành chiến tranh biên giới Tây Nam năm 1977.,"Ngày 31/12/1977, Khmer Đỏ mở chiến tranh xâm lược biên giới Tây Nam.",Sự kiện này làm gia tăng xung đột ở khu vực biên giới.
"Năm 1978, theo lời kêu gọi của Mặt trận dân tộc cứu nước Campuchia, quân đội Việt Nam đã sang giúp đỡ nhân dân Campuchia đánh đổ tập đoàn Pôn Pốt phản động và chế độ diệt chủng",Năm 1978 Việt Nam không đưa quân sang giúp Campuchia.,"Năm 1978, Việt Nam giúp Campuchia lật đổ chế độ diệt chủng Pôn Pốt.",Hành động này ảnh hưởng sâu sắc đến quan hệ khu vực Đông Nam Á.
"giải phóng thủ đô Phnôm Pênh,Campuchia ngày 7 tháng 1 năm 1979",Phnôm Pênh không được giải phóng vào ngày 7/1/1979.,"Ngày 7/1/1979, Phnôm Pênh được giải phóng.",Việc giải phóng thủ đô Campuchia được nhiều tài liệu quốc tế ghi nhận.
"Ngày 18 tháng 2 năm 1979, Việt Nam và Campuchia ký Hiệp ước hòa bình, hữu nghị và hợp tác",Việt Nam và Campuchia không ký hiệp ước nào vào tháng 2/1979.,"Ngày 18/2/1979, Việt Nam và Campuchia ký hiệp ước hòa bình, hữu nghị.",Hiệp ước này đặt nền tảng cho quan hệ song phương thời kỳ mới.
Cựu Quốc vương Norodom Sihanouk từng nói: “Nếu Việt Nam không đánh đuổi bọn Pôn Pốt thì tất cả mọi người Campuchia có thể đã bị chết.,Norodom Sihanouk không từng phát biểu như vậy về Việt Nam.,Norodom Sihanouk từng ghi nhận vai trò Việt Nam trong việc đánh đuổi Pôn Pốt.,Phát biểu này thể hiện góc nhìn cá nhân về vai trò của Việt Nam.
"tháng 2 năm 1979, 60 vạn quân Trung Quốc đã tấn công ở biên giới phía Bắc Việt Nam",Tháng 2/1979 không có lực lượng lớn nào của Trung Quốc tấn công biên giới phía Bắc.,"Tháng 2/1979, quân Trung Quốc tấn công biên giới phía Bắc Việt Nam.",Cuộc tấn công này khiến tình hình biên giới phía Bắc trở nên phức tạp.
"Đến tháng 3 năm1979, quân đội Trung Quốc rút quân khỏi lãnh thổ Việt Nam",Quân Trung Quốc không rút khỏi Việt Nam vào tháng 3/1979.,"Tháng 3/1979, quân Trung Quốc rút khỏi lãnh thổ Việt Nam.","Sau khi rút quân, tình hình khu vực vẫn còn nhiều căng thẳng."
"Việt Nam xác định mối quan hệ với Liên Xô là hòn đá tảng, quan hệ giữa 03 nước Đông Dương là mối quan hệ sống còn",Việt Nam không coi quan hệ với Liên Xô là nền tảng chiến lược.,Việt Nam coi quan hệ với Liên Xô và Đông Dương là trọng yếu.,Quan điểm này phản ánh chính sách đối ngoại thời kỳ đó.
"Hội nghị lần thứ sáu Ban Chấp hành Trung ương khóa IV (từ ngày 15 đến ngày 23-8-1979) đã chủ trương: Các chính sách phải thúc đẩy sản xuất ,chú trọng thị  trường, giữ 5 thành phần  kinh tế",Hội nghị Trung ương 6 khóa IV không đề cập đến chính sách thị trường.,Hội nghị Trung ương 6 khóa IV (8/1979) đề ra chính sách thúc đẩy sản xuất.,Chủ trương này cho thấy sự điều chỉnh trong tư duy kinh tế.
Đại hội V của Đảng (năm 1982) đã nêu lên hai nhiệm vụ chiến lược của cách mạng nước ta trong giai đoạn mớ,Đại hội V không nêu hai nhiệm vụ chiến lược nào.,Đại hội V (1982) xác định hai nhiệm vụ chiến lược cách mạng.,Hai nhiệm vụ chiến lược này định hướng phát triển đất nước trong giai đoạn mới.
"Đảng ta xác định công tác đối ngoại phải trở thành một mặt trận chủ động, tích cực trong đấu tranh nhằm làm thất bại chính sách của các thế lực hiếu chiến mưu toan chống phá cách mạng Việt Nam",Đảng không xác định đối ngoại là một mặt trận đấu tranh.,Đảng xác định đối ngoại là mặt trận chủ động chống chính sách thù địch.,Công tác đối ngoại được coi là yếu tố quan trọng trong bảo vệ lợi ích quốc gia.
"Trong đó, chặng đường trước mắt thời kỳ 5 năm 1981-1985 và kéo dài đến năm 1990, lần đầu tiên đề cập đến chặng đường đầu tiên của thời kỳ quá độ",Giai đoạn 1981-1985 không được coi là chặng đường đầu của thời kỳ quá độ.,Giai đoạn 1981-1985 được xác định là chặng đầu thời kỳ quá độ.,Việc đề cập chặng đường quá độ thể hiện cách tiếp cận dài hạn.
"Hội nghị Trung ương 8 khóa V (tháng 6-1985) họp bàn về lưu thông, phân phối giá - lương - tiền",Hội nghị Trung ương 8 khóa V không bàn về vấn đề giá - lương - tiền.,"Tháng 6-1985, Trung ương 8 khóa V bàn về giá - lương - tiền.",Hội nghị này diễn ra khi kinh tế gặp nhiều biến động.
"Tháng 8-1986, Hội nghị Bộ Chính trị và Ban Bí thư đã thảo luận và đưa ra kết luận ba vấn đề lớn về kinh tế thời kỳ quá độ",Tháng 8-1986 không có kết luận nào của Bộ Chính trị về kinh tế.,"Tháng 8-1986, Bộ Chính trị thảo luận ba vấn đề kinh tế lớn.",Ba vấn đề lớn được xem là cấp thiết lúc bấy giờ.
Hội nghị Trung ương 11 khóa V thông qua Báo cáo chính trị trình bày tại Đại hội đại biểu toàn quốc lần thứ VI của Đảng - xác định đường lối đổi mới,Hội nghị Trung ương 11 khóa V không xác định đường lối đổi mới.,Trung ương 11 khóa V thông qua Báo cáo chính trị trình Đại hội VI.,Báo cáo này tạo cơ sở cho đường lối đổi mới được thông qua.
" Việt Nam hoàn thành nghĩa vụ quốc tế đối với Campuchia. Thắt chặt quan hệ quốc tế với Lào, Campuchia",Việt Nam không hoàn thành nghĩa vụ quốc tế với Campuchia.,Việt Nam hoàn thành nghĩa vụ quốc tế tại Campuchia và tăng cường quan hệ khu vực.,Quan hệ với Lào và Campuchia tiếp tục được củng cố trong các năm sau đó.
"Việt Nam gia nhập Hội đồng tương trợ kinh tế SEV, tháng 9-1979 trở thành thành viên của IMF, WB, ADB, tăng cường quan hệ với Liên Xô, mở rộng quan hệ với 23 nước tư bản chủ nghĩa",Việt Nam không gia nhập SEV hay các tổ chức tài chính quốc tế vào cuối thập niên 1970.,"Việt Nam gia nhập SEV và trở thành thành viên IMF, WB, ADB năm 1979.",Việc mở rộng quan hệ quốc tế góp phần đa dạng hóa đối tác.
"Sản xuất lương thực có bước phát triển, tăng từ 13,4 triệu tấn lên 17 triệu tấn tính tới năm1985",Sản xuất lương thực không tăng lên 17 triệu tấn vào năm 1985.,"Sản lượng lương thực tăng từ 13,4 lên 17 triệu tấn đến năm 1985.",Sự gia tăng sản lượng góp phần cải thiện an ninh lương thực.
"từ năm 1979, trước khó khăn của tình hình kinh tế - xã hội, trong đó điểm nổi bật là sự không phù hợp của cơ chế quản lý kinh tế kế hoạch hóa, tập trung, bao cấp","Trước năm 1979, cơ chế kế hoạch hóa không hề gặp khó khăn nào.","Từ 1979, cơ chế quản lý bao cấp bộc lộ nhiều bất cập.",Cơ chế quản lý cũ dần bộc lộ nhiều hạn chế.
"Mô hình CNXH với cơ chế tập trung, quan liêu, bao cấp, kế hoạch hóa cao độ đã bộc lộ nhiều khuyết tật, không còn phù hợp với điều kiện thực tiễn của đất nước và xu thế phát triển của thế giới trong giai đoạn 1975-1986.","Cơ chế tập trung, bao cấp vẫn hoàn toàn phù hợp trong giai đoạn 1975-1986.","Mô hình tập trung, bao cấp giai đoạn 1975-1986 bộc lộ hạn chế.",Những khuyết tật này trở thành lý do thúc đẩy đổi mới.
